ds,actual,yhat,yhat_lower,yhat_upper,cod_mun,nome_mun,doenca
2024-01-01,,0.030341970256038808,0.0,13.230132820523613,3549250,False,hiv_aids
2024-02-01,,0.0,0.0,13.36392633258457,3549250,False,hiv_aids
2024-03-01,,0.0,0.0,12.62988596285881,3549250,False,hiv_aids
2024-04-01,,0.0,0.0,13.48189221537437,3549250,False,hiv_aids
2024-05-01,,0.0,0.0,13.34445728737423,3549250,False,hiv_aids
2024-06-01,,0.0,0.0,13.609483706938732,3549250,False,hiv_aids
2024-07-01,,0.0,0.0,13.167806809121105,3549250,False,hiv_aids
2024-08-01,,0.0,0.0,12.77153486635488,3549250,False,hiv_aids
2024-09-01,,0.0,0.0,13.087394179009857,3549250,False,hiv_aids
2024-10-01,,0.033040539284489724,0.0,13.381480167065218,3549250,False,hiv_aids
2024-11-01,,0.0,0.0,13.048458746905526,3549250,False,hiv_aids
2024-12-01,,0.0,0.0,13.859111673635637,3549250,False,hiv_aids
2025-01-01,,0.004095625605916873,0.0,13.110430704081327,3549250,False,hiv_aids
2025-02-01,,0.0,0.0,13.946461721606676,3549250,False,hiv_aids
2025-03-01,,0.0,0.0,12.946913952724444,3549250,False,hiv_aids
2025-04-01,,0.0,0.0,14.358958634108845,3549250,False,hiv_aids
2025-05-01,,0.0,0.0,13.613972392187637,3549250,False,hiv_aids
2025-06-01,,0.0,0.0,13.031522962323956,3549250,False,hiv_aids
2025-07-01,,0.0,0.0,14.534852518617322,3549250,False,hiv_aids
2025-08-01,,0.0,0.0,13.87310778594782,3549250,False,hiv_aids
2025-09-01,,0.0,0.0,13.496389784626276,3549250,False,hiv_aids
2025-10-01,,0.010189071824579152,0.0,13.647212167334994,3549250,False,hiv_aids
2025-11-01,,0.0,0.0,11.82317963635857,3549250,False,hiv_aids
2025-12-01,,0.0,0.0,13.235733532207158,3549250,False,hiv_aids
2026-01-01,,0.0,0.0,13.117989399579507,3549250,False,hiv_aids
2026-02-01,,0.0,0.0,13.55831257148818,3549250,False,hiv_aids
2026-03-01,,0.0,0.0,12.947839565699214,3549250,False,hiv_aids
2026-04-01,,0.0,0.0,14.619183537085082,3549250,False,hiv_aids
2026-05-01,,0.0,0.0,12.988443303798421,3549250,False,hiv_aids
2026-06-01,,0.0,0.0,12.886819098055073,3549250,False,hiv_aids
2026-07-01,,0.0,0.0,13.612845737186548,3549250,False,hiv_aids
2026-08-01,,0.0,0.0,15.711701705108961,3549250,False,hiv_aids
2026-09-01,,0.0,0.0,13.617214290217742,3549250,False,hiv_aids
2026-10-01,,0.0,0.0,13.07116814998657,3549250,False,hiv_aids
2026-11-01,,0.0,0.0,14.117936494812504,3549250,False,hiv_aids
2026-12-01,,0.0,0.0,15.19793871606804,3549250,False,hiv_aids
2027-01-01,,0.0,0.0,12.909032327822473,3549250,False,hiv_aids
2027-02-01,,0.0,0.0,14.507127420614875,3549250,False,hiv_aids
2027-03-01,,0.0,0.0,16.77631544975185,3549250,False,hiv_aids
2027-04-01,,0.0,0.0,14.497102310093226,3549250,False,hiv_aids
2027-05-01,,0.0,0.0,14.226995706154245,3549250,False,hiv_aids
2027-06-01,,0.0,0.0,14.624700403976023,3549250,False,hiv_aids
2027-07-01,,0.0,0.0,14.360972629087794,3549250,False,hiv_aids
2027-08-01,,0.0,0.0,17.863948047020465,3549250,False,hiv_aids
2027-09-01,,0.0,0.0,12.981337937655061,3549250,False,hiv_aids
2027-10-01,,0.0,0.0,13.485749936819463,3549250,False,hiv_aids
2027-11-01,,0.0,0.0,14.71369035045861,3549250,False,hiv_aids
2027-12-01,,0.0,0.0,17.78372568450775,3549250,False,hiv_aids
2028-01-01,,0.0,0.0,13.638920607530318,3549250,False,hiv_aids
2028-02-01,,0.0,0.0,16.004622545210342,3549250,False,hiv_aids
2028-03-01,,0.0,0.0,20.73340115067154,3549250,False,hiv_aids
2028-04-01,,0.0,0.0,15.771174012517077,3549250,False,hiv_aids
2028-05-01,,0.0,0.0,15.153724948947307,3549250,False,hiv_aids
2028-06-01,,0.0,0.0,14.200051940829997,3549250,False,hiv_aids
2028-07-01,,0.0,0.0,14.137548217283433,3549250,False,hiv_aids
2028-08-01,,0.0,0.0,22.320517978804038,3549250,False,hiv_aids
2028-09-01,,0.0,0.0,14.72498576812582,3549250,False,hiv_aids
2028-10-01,,0.0,0.0,13.895953370791991,3549250,False,hiv_aids
2028-11-01,,0.0,0.0,17.739944147815173,3549250,False,hiv_aids
2028-12-01,,0.0,0.0,20.578123682993507,3549250,False,hiv_aids
2029-01-01,,0.0,0.0,12.982775062567354,3549250,False,hiv_aids
2029-02-01,,0.0,0.0,17.808271772114722,3549250,False,hiv_aids
2029-03-01,,0.0,0.0,25.698759664452904,3549250,False,hiv_aids
2029-04-01,,0.0,0.0,18.799059422451744,3549250,False,hiv_aids
2029-05-01,,0.0,0.0,18.97386492441676,3549250,False,hiv_aids
2029-06-01,,0.0,0.0,16.978833775838467,3549250,False,hiv_aids
2029-07-01,,0.0,0.0,17.408618621635995,3549250,False,hiv_aids
2029-08-01,,0.0,0.0,29.991543990181327,3549250,False,hiv_aids
2029-09-01,,0.0,0.0,16.570372107648264,3549250,False,hiv_aids
2029-10-01,,0.0,0.0,15.039285260739655,3549250,False,hiv_aids
2029-11-01,,0.0,0.0,19.32339337946611,3549250,False,hiv_aids
2029-12-01,,0.0,0.0,27.279303233639887,3549250,False,hiv_aids
2030-01-01,,0.0,0.0,15.869933751097179,3549250,False,hiv_aids
2030-02-01,,0.0,0.0,23.609952696896322,3549250,False,hiv_aids
2030-03-01,,0.0,0.0,33.878786880379664,3549250,False,hiv_aids
2030-04-01,,0.0,0.0,23.224039862113596,3549250,False,hiv_aids
2030-05-01,,0.0,0.0,20.643668109947257,3549250,False,hiv_aids
2030-06-01,,0.0,0.0,21.03960555818391,3549250,False,hiv_aids
2030-07-01,,0.0,0.0,20.48878863817266,3549250,False,hiv_aids
2030-08-01,,0.0,0.0,38.25611108477693,3549250,False,hiv_aids
2030-09-01,,0.0,0.0,18.07771365470598,3549250,False,hiv_aids
2030-10-01,,0.0,0.0,15.01807499486915,3549250,False,hiv_aids
2030-11-01,,0.0,0.0,24.52710372063293,3549250,False,hiv_aids
2030-12-01,,0.0,0.0,33.38136887522182,3549250,False,hiv_aids
2031-01-01,,0.0,0.0,18.168788083429476,3549250,False,hiv_aids
2031-02-01,,0.0,0.0,30.68316061472247,3549250,False,hiv_aids
2031-03-01,,0.0,0.0,43.355602288413856,3549250,False,hiv_aids
2031-04-01,,0.0,0.0,28.251553981453174,3549250,False,hiv_aids
2031-05-01,,0.0,0.0,28.145252511437576,3549250,False,hiv_aids
2031-06-01,,0.0,0.0,26.021546685389886,3549250,False,hiv_aids
2031-07-01,,0.0,0.0,24.68865754602608,3549250,False,hiv_aids
2031-08-01,,0.0,0.0,49.603640548930265,3549250,False,hiv_aids
2031-09-01,,0.0,0.0,20.69088608419414,3549250,False,hiv_aids
2031-10-01,,0.0,0.0,18.043072860818132,3549250,False,hiv_aids
2031-11-01,,0.0,0.0,29.083323261657625,3549250,False,hiv_aids
