ds,cod_mun,disease,y_true,y_pred,yhat_lower,yhat_upper
1999-01-01,3505351,hepatite,0.0,0.8054270720169121,0.0,4.478755980285415
1999-02-01,3505351,hepatite,0.0,0.498834243637862,0.0,3.9313031981089543
1999-03-01,3505351,hepatite,0.0,0.617534020237352,0.0,4.387967857339212
1999-04-01,3505351,hepatite,0.0,0.0,0.0,3.4018151174866977
1999-05-01,3505351,hepatite,0.0,0.22978178153028558,0.0,3.7590702598392975
1999-06-01,3505351,hepatite,0.0,0.0,0.0,3.3173629486367293
1999-07-01,3505351,hepatite,0.0,0.0,0.0,3.2830981096772085
1999-08-01,3505351,hepatite,0.0,0.0,0.0,2.9015279795226747
1999-09-01,3505351,hepatite,0.0,0.0,0.0,3.180437654544774
1999-10-01,3505351,hepatite,0.0,0.13877760971870923,0.0,3.354331168380412
1999-11-01,3505351,hepatite,0.0,0.0,0.0,3.5532454759651046
1999-12-01,3505351,hepatite,0.0,0.11567469373433376,0.0,3.3858044709352257
2000-01-01,3505351,hepatite,0.0,0.5148815943974587,0.0,3.802236523281649
2000-02-01,3505351,hepatite,0.0,0.4166947899545744,0.0,3.750968763159238
2000-03-01,3505351,hepatite,0.0,0.6190343796211388,0.0,4.3674264106868526
2000-04-01,3505351,hepatite,0.0,0.0,0.0,3.2531945204213777
2000-05-01,3505351,hepatite,0.0,0.14010587657022786,0.0,3.678906900606349
2000-06-01,3505351,hepatite,0.0,0.0,0.0,3.219573125203004
2000-07-01,3505351,hepatite,0.0,0.0,0.0,2.9787213671511097
2000-08-01,3505351,hepatite,0.0,0.0,0.0,3.3489474155318706
2000-09-01,3505351,hepatite,0.0,0.0,0.0,3.5747590716898947
2000-10-01,3505351,hepatite,0.0,0.27774688182658014,0.0,3.455929002499714
2000-11-01,3505351,hepatite,0.0,0.5458398835401961,0.0,3.9100797321045775
2000-12-01,3505351,hepatite,0.0,0.5603493760762471,0.0,4.156787219582753
2001-01-01,3505351,hepatite,0.0,0.6104248049733016,0.0,4.076248332334512
2001-02-01,3505351,hepatite,0.0,0.3613917437484632,0.0,3.685807357816636
2001-03-01,3505351,hepatite,0.0,0.5573093351972902,0.0,3.8824267507643215
2001-04-01,3505351,hepatite,0.0,0.03257239643001272,0.0,3.60134831633766
2001-05-01,3505351,hepatite,20.6996481059822,0.4707649957465226,0.0,3.9860218339897644
2001-06-01,3505351,hepatite,0.0,0.0,0.0,3.122791891440686
2001-07-01,3505351,hepatite,0.0,0.0,0.0,3.1758323195067693
2001-08-01,3505351,hepatite,0.0,0.0,0.0,3.7481857379699903
2001-09-01,3505351,hepatite,0.0,0.0,0.0,3.36084146607957
2001-10-01,3505351,hepatite,0.0,0.43016876824194006,0.0,4.024896698039735
2001-11-01,3505351,hepatite,0.0,0.8541849608656603,0.0,3.970028960699818
2001-12-01,3505351,hepatite,0.0,0.5665090020791597,0.0,3.9306772108696832
2002-01-01,3505351,hepatite,0.0,0.5504170273678439,0.0,4.013117851500696
2002-02-01,3505351,hepatite,0.0,0.07048543631307749,0.0,3.6162866320796336
2002-03-01,3505351,hepatite,0.0,0.5446209044740807,0.0,4.065091040123531
2002-04-01,3505351,hepatite,0.0,0.0,0.0,3.683710766384223
2002-05-01,3505351,hepatite,20.6996481059822,0.4687086912708189,0.0,3.725959553984325
2002-06-01,3505351,hepatite,0.0,0.0,0.0,3.5604244563541205
2002-07-01,3505351,hepatite,0.0,0.0,0.0,3.0309622899016944
2002-08-01,3505351,hepatite,0.0,0.0,0.0,3.3297111647487876
2002-09-01,3505351,hepatite,0.0,0.0,0.0,2.9280373140104627
2002-10-01,3505351,hepatite,0.0,0.33713772247309365,0.0,3.706552338242479
2002-11-01,3505351,hepatite,0.0,0.32354637901329014,0.0,3.6254527916556394
2002-12-01,3505351,hepatite,0.0,0.35814669376158603,0.0,3.585739620779834
2003-01-01,3505351,hepatite,0.0,0.5891052767082333,0.0,4.093282089751532
2003-02-01,3505351,hepatite,0.0,0.2745197500734695,0.0,3.751780323920477
2003-03-01,3505351,hepatite,0.0,0.48078802609011195,0.0,3.957251336674817
2003-04-01,3505351,hepatite,0.0,0.0,0.0,3.421831266555809
2003-05-01,3505351,hepatite,0.0,0.0,0.0,3.199918485080106
2003-06-01,3505351,hepatite,0.0,0.0,0.0,3.335830483264704
2003-07-01,3505351,hepatite,0.0,0.0,0.0,3.290372250750571
2003-08-01,3505351,hepatite,0.0,0.0,0.0,3.0959276589617777
2003-09-01,3505351,hepatite,0.0,0.0,0.0,3.300175918233477
2003-10-01,3505351,hepatite,0.0,0.1199865352843414,0.0,3.552037415658243
2003-11-01,3505351,hepatite,0.0,0.20601872676866287,0.0,3.8172874801232344
2003-12-01,3505351,hepatite,0.0,0.5011969292462467,0.0,3.588056799792696
2004-01-01,3505351,hepatite,0.0,0.5677406113971575,0.0,3.883882464728865
2004-02-01,3505351,hepatite,0.0,0.11082031718000024,0.0,3.483273348345515
2004-03-01,3505351,hepatite,0.0,0.4160322020309643,0.0,3.745161312205291
2004-04-01,3505351,hepatite,0.0,0.018013952710946957,0.0,3.4016637780410885
2004-05-01,3505351,hepatite,0.0,0.40276343575447693,0.0,3.8631876413860162
2004-06-01,3505351,hepatite,0.0,0.0,0.0,3.265910141330339
2004-07-01,3505351,hepatite,0.0,0.0,0.0,3.050021424435057
2004-08-01,3505351,hepatite,0.0,0.0,0.0,3.0110844098017164
2004-09-01,3505351,hepatite,0.0,0.0,0.0,3.1744277076821414
2004-10-01,3505351,hepatite,0.0,0.06224737611454362,0.0,3.654504032886122
2004-11-01,3505351,hepatite,0.0,0.20097451935287405,0.0,3.853170610576133
2004-12-01,3505351,hepatite,0.0,0.37862341470911454,0.0,4.041243843052953
2005-01-01,3505351,hepatite,0.0,0.6206028000766846,0.0,4.099986688684532
2005-02-01,3505351,hepatite,0.0,0.0,0.0,3.1781807113762266
2005-03-01,3505351,hepatite,0.0,0.34769867411379773,0.0,3.8157607104507916
2005-04-01,3505351,hepatite,0.0,0.0,0.0,3.3918376486860105
2005-05-01,3505351,hepatite,0.0,0.3417171435678745,0.0,3.966794169271624
2005-06-01,3505351,hepatite,0.0,0.0,0.0,3.068962412156355
2005-07-01,3505351,hepatite,0.0,0.0,0.0,3.2268740857466613
2005-08-01,3505351,hepatite,0.0,0.0,0.0,2.9007488982130467
2005-09-01,3505351,hepatite,0.0,0.0,0.0,3.335876483805049
2005-10-01,3505351,hepatite,0.0,0.33818542788407646,0.0,3.9336688284403936
2005-11-01,3505351,hepatite,0.0,0.15550438322894367,0.0,3.6343838234320076
2005-12-01,3505351,hepatite,0.0,0.20156922643443226,0.0,3.437656925772034
2006-01-01,3505351,hepatite,0.0,0.5374911822231005,0.0,3.939659118661891
2006-02-01,3505351,hepatite,0.0,0.16704665316693126,0.0,3.459185724737958
2006-03-01,3505351,hepatite,0.0,0.5193031485752753,0.0,3.9508674858893635
2006-04-01,3505351,hepatite,0.0,0.0,0.0,3.517564880153756
2006-05-01,3505351,hepatite,0.0,0.0,0.0,3.4722841953511265
2006-06-01,3505351,hepatite,0.0,0.0,0.0,3.0561028249937885
2006-07-01,3505351,hepatite,0.0,0.0,0.0,2.9508642665430385
2006-08-01,3505351,hepatite,0.0,0.0,0.0,2.940219596903634
2006-09-01,3505351,hepatite,0.0,0.0,0.0,3.1003596517629224
2006-10-01,3505351,hepatite,0.0,0.2349236347490007,0.0,3.707764371601575
2006-11-01,3505351,hepatite,0.0,0.21644668555120744,0.0,3.755143933689833
2006-12-01,3505351,hepatite,0.0,0.40629781067053505,0.0,3.7287841581065364
2007-01-01,3505351,hepatite,0.0,0.6004426337141823,0.0,3.883269823283084
2007-02-01,3505351,hepatite,0.0,0.08646178827533117,0.0,3.5119864975222876
2007-03-01,3505351,hepatite,0.0,0.3501895107720772,0.0,3.80931919278373
2007-04-01,3505351,hepatite,0.0,0.09675613058932574,0.0,3.51346227338585
2007-05-01,3505351,hepatite,0.0,0.26333274112964544,0.0,3.4879915432141844
2007-06-01,3505351,hepatite,0.0,0.0,0.0,3.2044014867142265
2007-07-01,3505351,hepatite,0.0,0.0,0.0,3.27744749237438
2007-08-01,3505351,hepatite,0.0,0.0,0.0,3.2162941983432995
2007-09-01,3505351,hepatite,0.0,0.0,0.0,3.1295004032275036
2007-10-01,3505351,hepatite,0.0,0.29267185309867044,0.0,4.04255769017856
2007-11-01,3505351,hepatite,0.0,0.31557618677805976,0.0,3.828969948305642
2007-12-01,3505351,hepatite,0.0,0.45446164875349104,0.0,3.8855003468131994
2008-01-01,3505351,hepatite,0.0,0.5890719588937725,0.0,4.044787735591367
2008-02-01,3505351,hepatite,0.0,0.14924123811387738,0.0,3.662142138868146
2008-03-01,3505351,hepatite,0.0,0.4057812154384724,0.0,3.6869918906123393
2008-04-01,3505351,hepatite,0.0,0.16291788391360137,0.0,3.5793829459509987
2008-05-01,3505351,hepatite,0.0,0.35570998878936533,0.0,4.071278247186733
2008-06-01,3505351,hepatite,0.0,0.0,0.0,3.162945745710665
