cod_mun,disease,data_projecao,taxa_predita,limite_inferior,limite_superior
3505302,hiv_aids,2035-06-01,0.0,0.0,0.8530221002478635
3505351,hiv_aids,2030-06-01,0.0,0.0,0.4338276859187278
3505351,hiv_aids,2035-06-01,0.0,0.0,0.2083524190836744
3505401,hiv_aids,2030-06-01,0.2387217433742595,0.0,2.451430782099587
3505401,hiv_aids,2035-06-01,0.2325803041343218,0.0,2.5481331946101298
3505500,hiv_aids,2030-06-01,0.0,0.0,0.0
3505500,hiv_aids,2035-06-01,0.0,0.0,0.0
3505609,hiv_aids,2030-06-01,0.0,0.0,2.623743600984711
3505609,hiv_aids,2035-06-01,0.0,0.0,1.9965015972788231
3505708,hiv_aids,2030-06-01,0.8119550553630979,0.1273937362963116,1.4745507180197648
3505708,hiv_aids,2035-06-01,0.8301554825381602,0.1523925864535241,1.5378120700050677
3505807,hiv_aids,2030-06-01,0.0697852712027009,0.0,1.2011559639877365
3505807,hiv_aids,2035-06-01,0.0439142908211116,0.0,1.170861692245652
3505906,hiv_aids,2030-06-01,0.0,0.0,2.350787173329468
3505906,hiv_aids,2035-06-01,0.0,0.0,1.8058798057264591
3506003,hiv_aids,2030-06-01,0.0,0.0,1.1631892715602434
3506003,hiv_aids,2035-06-01,0.0,0.0,0.3418117671707337
3506102,hiv_aids,2030-06-01,0.0,0.0,1.6683412984918964
3506102,hiv_aids,2035-06-01,0.0,0.0,1.024482414030197
3506201,hiv_aids,2030-06-01,0.0,0.0,3.765601153845065
3506201,hiv_aids,2035-06-01,0.0,0.0,3.5679947623836514
3506300,hiv_aids,2030-06-01,0.6557262267548406,0.0,2.982934944395672
3506300,hiv_aids,2035-06-01,0.7495041303726747,0.0,3.1768657642516085
3506359,hiv_aids,2030-06-01,0.0455853531153821,0.0,1.7235007112597258
3506359,hiv_aids,2035-06-01,0.0676480581469171,0.0,1.621911610568274
3506409,hiv_aids,2030-06-01,0.0796098496571131,0.0,3.1070833062438443
3506409,hiv_aids,2035-06-01,0.0198898270606647,0.0,2.8292078127005174
3506508,hiv_aids,2030-06-01,0.1686142275210216,0.0,0.974992617331935
3506508,hiv_aids,2035-06-01,0.2346131027369595,0.0,1.10691973828036
3506607,hiv_aids,2030-06-01,0.0,0.0,2.073256199206076
3506607,hiv_aids,2035-06-01,0.0,0.0,2.331922053663269
3506706,hiv_aids,2030-06-01,0.0,0.0,2.027729257859158
3506706,hiv_aids,2035-06-01,0.0,0.0,1.6455692548528846
3506805,hiv_aids,2030-06-01,6.236130051108489,3.540391450980542,9.331423781426851
3506805,hiv_aids,2035-06-01,7.5122842821347,4.601855868585469,10.512049341460392
3506904,hiv_aids,2030-06-01,0.0,0.0,4.116753386287419
3506904,hiv_aids,2035-06-01,0.0,0.0,5.966798916345951
3507001,hiv_aids,2030-06-01,0.0,0.0,1.2637249514346842
3507001,hiv_aids,2035-06-01,0.0,0.0,0.970274879223672
3507100,hiv_aids,2030-06-01,0.1218508712453615,0.0,1.3204455177136218
3507100,hiv_aids,2035-06-01,0.0981329534284396,0.0,1.284092551122516
3507159,hiv_aids,2030-06-01,0.0,0.0,1.7915062795415146
3507159,hiv_aids,2035-06-01,0.0,0.0,1.8761290984681411
3507209,hiv_aids,2030-06-01,0.0,0.0,6.373720957864534e-09
3507209,hiv_aids,2035-06-01,0.0,0.0,1.5423310101414654e-08
3507308,hiv_aids,2030-06-01,0.0,0.0,1.2897490141432426
3507308,hiv_aids,2035-06-01,0.0,0.0,1.4609281167946562
3507407,hiv_aids,2030-06-01,0.1054400851431796,0.0,2.0319352336234098
3507407,hiv_aids,2035-06-01,0.0601855217787846,0.0,1.961642761340281
3507456,hiv_aids,2030-06-01,0.0,0.0,52.60858357966074
3507456,hiv_aids,2035-06-01,0.0,0.0,132.16293381514632
3507506,hiv_aids,2030-06-01,1.7077931307696534,0.3828450260706599,3.0208446470786465
3507506,hiv_aids,2035-06-01,1.9832374416967156,0.640584172684196,3.332841170567195
3507605,hiv_aids,2030-06-01,0.0,0.0,0.0
3507605,hiv_aids,2035-06-01,0.0,0.0,0.0
3507704,hiv_aids,2030-06-01,0.442684613723294,0.0,2.0605948866780435
3507704,hiv_aids,2035-06-01,0.5273551462845992,0.0,2.23066313163313
3507753,hiv_aids,2030-06-01,0.0,0.0,2.6594064140575555
3507753,hiv_aids,2035-06-01,0.0,0.0,2.4644721614260368
3507803,hiv_aids,2030-06-01,3.33124034477383,0.0,7.84325380062401
3507803,hiv_aids,2035-06-01,3.5897508788830885,0.0,8.218521743794664
3507902,hiv_aids,2030-06-01,0.0796997490851226,0.0,2.445437541315542
3507902,hiv_aids,2035-06-01,0.1235373898577118,0.0,2.3529745777559112
3508009,hiv_aids,2030-06-01,0.0,0.0,0.7715372180433642
3508009,hiv_aids,2035-06-01,0.0,0.0,0.606042216096513
3508108,hiv_aids,2030-06-01,0.0,0.0,2.108615349105656
3508108,hiv_aids,2035-06-01,0.0,0.0,1.9929053903111955
3508207,hiv_aids,2030-06-01,0.0,0.0,6.850960576321622e-09
3508207,hiv_aids,2035-06-01,0.0,0.0,1.6265317717859118e-08
3508306,hiv_aids,2030-06-01,0.0,0.0,4.092528138078031
3508306,hiv_aids,2035-06-01,0.0,0.0,2.6520308066575407
3508405,hiv_aids,2030-06-01,0.0474482666084568,0.0,1.3210373296899574
3508405,hiv_aids,2035-06-01,0.0522894299961025,0.0,1.3041666262249851
3508504,hiv_aids,2030-06-01,0.0,0.0,1.6683802535759509
3508504,hiv_aids,2035-06-01,0.0,0.0,1.0251479044483789
3508603,hiv_aids,2030-06-01,0.0,0.0,0.7499015164160704
3508603,hiv_aids,2035-06-01,0.0,0.0,0.7116716578188554
3508702,hiv_aids,2030-06-01,0.0290899072628168,0.0,1.822873797789449
3508702,hiv_aids,2035-06-01,0.0,0.0,1.7640949211792518
3508801,hiv_aids,2030-06-01,0.0,0.0,0.7557464961305742
3508801,hiv_aids,2035-06-01,0.0,0.0,0.7698795837098694
3508900,hiv_aids,2030-06-01,0.6369175567600597,0.0,5.225943029710596
3508900,hiv_aids,2035-06-01,0.6558130371910172,0.0,5.422147210055507
3509007,hiv_aids,2030-06-01,0.0,0.0,0.9928151124740272
3509007,hiv_aids,2035-06-01,0.0,0.0,0.8983870679415935
3509106,hiv_aids,2030-06-01,0.0,0.0,1.527694794763261
3509106,hiv_aids,2035-06-01,0.0,0.0,0.0
3509205,hiv_aids,2030-06-01,1.6921593323887851,0.0,33.19390719783566
3509205,hiv_aids,2035-06-01,2.190882725581068,0.0,73.86027309839417
3509254,hiv_aids,2030-06-01,0.0,0.0,1.6365632370954668
3509254,hiv_aids,2035-06-01,0.0,0.0,1.4075621395734592
3509304,hiv_aids,2030-06-01,0.0,0.0,1.7139674259902344
3509304,hiv_aids,2035-06-01,0.0,0.0,1.6835788282267978
3509403,hiv_aids,2030-06-01,0.0,0.0,4.5800438138590565
3509403,hiv_aids,2035-06-01,0.0,0.0,3.4963427408062624
3509452,hiv_aids,2030-06-01,0.0078874849013332,0.0,2.056307198211641
3509452,hiv_aids,2035-06-01,0.0088367585610586,0.0,2.1525502107590557
3509502,hiv_aids,2030-06-01,0.0,0.0,0.0
3509502,hiv_aids,2035-06-01,0.0,0.0,0.0
3509601,hiv_aids,2030-06-01,0.0692400053817904,0.0,1.9105568443969096
3509601,hiv_aids,2035-06-01,0.0,0.0,1.365262512675891
3509700,hiv_aids,2030-06-01,0.0257437996039499,0.0,1.7377524800530917
3509700,hiv_aids,2035-06-01,0.0430558924328929,0.0,1.7885260371897531
3509809,hiv_aids,2030-06-01,0.3502342502819978,0.0,2.495676704431207
3509809,hiv_aids,2035-06-01,0.405173460682744,0.0,2.4366708552997105
3509908,hiv_aids,2030-06-01,0.0,0.0,2.67508910952526
3509908,hiv_aids,2035-06-01,0.0,0.0,2.1779315191730184
3509957,hiv_aids,2030-06-01,37.64731000250463,32.89161067214492,42.87739700562112
3509957,hiv_aids,2035-06-01,53.77085793885328,46.93452970144923,61.01440713903249
3510005,hiv_aids,2030-06-01,0.0,0.0,1.3968437123130766
3510005,hiv_aids,2035-06-01,0.0,0.0,0.6250027997193596
3510104,hiv_aids,2030-06-01,0.0113159361264763,0.0,120.12830847877257
3510104,hiv_aids,2035-06-01,0.0131924454858184,0.0,295.3985205908206
3510153,hiv_aids,2030-06-01,0.0,0.0,2.516043495689226
3510153,hiv_aids,2035-06-01,0.0,0.0,2.2299878001561355
3510203,hiv_aids,2030-06-01,0.0,0.0,0.5628234503033936
3510203,hiv_aids,2035-06-01,0.0,0.0,0.4483071892901868
3510302,hiv_aids,2030-06-01,0.0,0.0,1.0602832265939106
3510302,hiv_aids,2035-06-01,0.0,0.0,0.0
3510401,hiv_aids,2030-06-01,0.0,0.0,2.6527760784500694
3510401,hiv_aids,2035-06-01,0.0,0.0,2.654605963772698
3510500,hiv_aids,2030-06-01,0.0,0.0,0.4509208313553001
3510500,hiv_aids,2035-06-01,0.0,0.0,0.0111620125356803
3510609,hiv_aids,2030-06-01,0.5398540455712951,0.0,1.3251159980555054
3510609,hiv_aids,2035-06-01,0.3704511881816619,0.0,1.2035444286522703
3510708,hiv_aids,2030-06-01,0.0,0.0,4.052440058721292
3510708,hiv_aids,2035-06-01,0.0,0.0,3.390833561590058
3510807,hiv_aids,2030-06-01,0.856604603871558,0.0,3.5394909691965526
3510807,hiv_aids,2035-06-01,1.2607106539444417,0.0,3.7013595006189024
3510906,hiv_aids,2030-06-01,0.5067456760747379,0.0,6.97756226616088
3510906,hiv_aids,2035-06-01,1.2591356040781738,0.0,7.3454268698205
3511003,hiv_aids,2030-06-01,0.1564173644689262,0.0,1.9246513446913136
3511003,hiv_aids,2035-06-01,0.1573340629059271,0.0,1.7647390725483758
3511102,hiv_aids,2030-06-01,0.0,0.0,2.0375155410383505
3511102,hiv_aids,2035-06-01,0.0,0.0,0.0
3511201,hiv_aids,2030-06-01,0.0,0.0,5.188552166963612
3511201,hiv_aids,2035-06-01,0.0,0.0,3.511043065333556
3511300,hiv_aids,2030-06-01,3.2254815371072523,0.0,9.45529571263431
3511300,hiv_aids,2035-06-01,2.9729242035007037,0.0,8.688624514228113
3511409,hiv_aids,2030-06-01,0.0,0.0,2.274989024039174
3511409,hiv_aids,2035-06-01,0.0,0.0,2.190940542464241
3511508,hiv_aids,2030-06-01,0.0,0.0,0.7688366935434323
3511508,hiv_aids,2035-06-01,0.0,0.0,0.5680386514952895
3511607,hiv_aids,2030-06-01,0.0,0.0,0.9663229316759008
